Gene_Symbol,Raw_Detection_Rate_%,Raw_Mean_Expr_All,Raw_Mean_Expr_Detected,Raw_Aggregated_CPM,LooseQC_Detection_Rate_%,LooseQC_Mean_Expr_All,LooseQC_Mean_Expr_Detected,LooseQC_Aggregated_CPM,StrongQC_Detection_Rate_%,StrongQC_Mean_Expr_All,StrongQC_Mean_Expr_Detected,StrongQC_Aggregated_CPM,Cell_Type,Cell_Line,Developmental_Stage,Replicate,Source_File,CMO_Assignment_Method
FGA,0.06,0.0009,1.5608,16.6308,3.12,0.0397,1.273,16.7555,4.34,0.0512,1.1809,17.3389,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FGB,0.08,0.0016,2.0946,47.0483,3.9,0.0613,1.571,47.4738,5.48,0.0819,1.4933,49.5692,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FGF12,0.13,0.001,0.7329,7.761,7.41,0.043,0.5797,7.7408,10.42,0.0531,0.5094,7.626,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FGF8,0.04,0.0002,0.5173,1.6631,2.26,0.0089,0.3952,1.6657,3.43,0.0135,0.394,1.7262,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FGF9,0.14,0.0007,0.4775,6.4836,8.31,0.0397,0.4775,6.5895,12.17,0.055,0.4516,6.5955,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FGFR2,0.64,0.0049,0.7636,47.5786,37.01,0.2426,0.6554,47.8903,54.58,0.338,0.6192,49.0797,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FGFR3,0.16,0.0007,0.429,7.7128,9.59,0.0398,0.4151,7.8143,14.4,0.0571,0.3968,8.0383,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FGG,0.02,0.0003,1.0914,4.9169,1.29,0.0094,0.7281,4.9483,1.93,0.0132,0.6826,5.1785,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FHOD3,0.67,0.0087,1.2931,76.4053,36.43,0.3409,0.9358,75.7915,50.0,0.4154,0.8308,74.7918,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FLI1,0.05,0.0003,0.531,2.7236,2.93,0.0144,0.4916,2.7436,4.4,0.0215,0.489,2.834,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FLT4,0.01,0.0,0.3051,0.3856,0.62,0.0019,0.3051,0.3919,0.96,0.0029,0.3051,0.4122,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FN1,1.42,0.0431,3.0463,1580.6738,68.14,1.6329,2.3965,1596.4969,87.65,2.1085,2.4056,1652.0161,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FOXA2,0.07,0.0008,1.1026,13.4975,3.94,0.0385,0.9775,13.6689,5.9,0.0566,0.9588,14.2731,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FOXE3,0.0,0.0,0.2019,0.1446,0.2,0.0004,0.2019,0.147,0.3,0.0006,0.2019,0.1546,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FOXJ1,0.01,0.0,0.2958,0.2651,0.39,0.0012,0.2958,0.2695,0.54,0.0014,0.2559,0.2576,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FOXN1,0.0,0.0,0.4117,0.0241,0.04,0.0002,0.4117,0.0245,0.06,0.0002,0.4117,0.0258,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FTH1,2.23,0.0945,4.2436,1770.1445,82.53,2.316,2.8063,1766.8687,99.4,2.8998,2.9173,1821.4377,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FUS,1.16,0.0182,1.5671,250.8842,64.27,0.8323,1.2949,252.3853,89.88,1.1041,1.2284,256.6832,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
FXYD2,0.04,0.0003,0.6374,2.0246,2.54,0.0136,0.5374,2.0332,3.8,0.0195,0.5134,2.0869,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GABBR2,0.0,0.0,0.2391,0.2169,0.27,0.0007,0.2391,0.2205,0.42,0.001,0.2391,0.2319,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GABRA1,0.03,0.0001,0.3756,1.2051,1.79,0.0067,0.3756,1.2248,2.77,0.0104,0.3756,1.2882,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GABRB2,0.33,0.0021,0.6317,22.7529,19.03,0.1113,0.5848,23.0265,28.8,0.1634,0.5675,23.8829,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GABRB3,0.14,0.0008,0.5237,6.6041,8.35,0.0351,0.4211,6.6385,12.53,0.0498,0.3974,6.8016,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GABRD,0.0,0.0,0.5035,0.0964,0.16,0.0008,0.5035,0.098,0.24,0.0012,0.5035,0.1031,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GABRG2,0.0,0.0,0.2694,0.0241,0.04,0.0001,0.2694,0.0245,0.06,0.0002,0.2694,0.0258,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GANAB,0.59,0.0037,0.6226,39.2873,34.13,0.1917,0.5617,39.635,51.39,0.2754,0.536,41.0157,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GBA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GDAP1,0.22,0.0011,0.5285,10.2195,12.48,0.0535,0.4286,10.215,18.86,0.0761,0.4036,10.5631,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GDF2,0.03,0.0001,0.3904,1.398,1.91,0.0075,0.3904,1.4208,2.89,0.011,0.3813,1.4685,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GFAP,0.01,0.0,0.3261,0.3615,0.59,0.0019,0.3261,0.3674,0.9,0.0029,0.3261,0.3865,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GFI1B,0.01,0.0,0.4025,0.2892,0.47,0.0019,0.4025,0.294,0.6,0.0023,0.3799,0.2576,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GGCX,0.44,0.0028,0.6398,23.2349,25.23,0.1197,0.4745,23.149,37.89,0.1708,0.4506,23.8056,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GJB3,0.0,0.0,0.1147,0.0241,0.04,0.0,0.1147,0.0245,0.06,0.0001,0.1147,0.0258,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GJB6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GLUD1,0.64,0.0045,0.7103,48.4463,36.35,0.2152,0.592,48.6006,54.64,0.3097,0.5667,50.4194,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GLUL,0.82,0.0074,0.9069,86.8658,47.23,0.3808,0.8062,87.6722,70.24,0.5482,0.7804,90.7653,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GMNN,0.75,0.0077,1.0235,104.7982,42.67,0.3689,0.8645,105.481,62.35,0.511,0.8195,108.6968,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GNAI1,0.6,0.0041,0.682,40.5406,34.28,0.1976,0.5765,40.7373,52.11,0.2946,0.5654,42.4585,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GNAO1,0.08,0.0004,0.5355,3.2539,4.33,0.0185,0.4276,3.2335,6.63,0.0278,0.4195,3.375,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GNAT1,0.0,0.0,0.4749,0.0241,0.04,0.0002,0.4749,0.0245,0.06,0.0003,0.4749,0.0258,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GNB1,1.05,0.0139,1.3263,160.1619,57.96,0.5891,1.0165,160.4017,83.86,0.8167,0.9739,165.4799,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GNB4,0.72,0.0054,0.7564,66.1376,41.5,0.2918,0.7031,66.8994,61.93,0.416,0.6718,69.1754,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GP1BA,0.02,0.0001,0.3274,0.699,1.05,0.0034,0.3274,0.7104,1.57,0.005,0.3161,0.7214,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GREM1,0.07,0.0007,0.9147,6.5318,3.98,0.0281,0.707,6.4915,5.72,0.0351,0.6139,6.647,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GRHL2,0.02,0.0001,0.619,0.7231,0.94,0.0029,0.3068,0.7104,1.45,0.0044,0.3068,0.7471,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GRIA1,0.0,0.0,0.3901,0.1446,0.2,0.0008,0.3901,0.147,0.3,0.0012,0.3901,0.1546,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GRIA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GRIA4,0.06,0.0004,0.5674,2.7959,3.59,0.018,0.5028,2.8171,5.42,0.0257,0.4737,2.9113,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GRIN1,0.0,0.0,0.3229,0.0723,0.12,0.0004,0.3229,0.0735,0.18,0.0006,0.3229,0.0773,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GRIN2D,0.04,0.0002,0.5302,1.3497,2.07,0.0083,0.4002,1.3473,3.19,0.0128,0.4002,1.417,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GRN,0.84,0.0072,0.8595,66.2581,47.62,0.336,0.7056,66.3115,69.4,0.4545,0.6549,67.5265,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GSDME,0.2,0.0009,0.4393,8.8457,11.58,0.0444,0.3836,8.9167,17.71,0.0664,0.3748,9.2749,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GUCA1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
GUCY2D,0.02,0.0001,0.6015,0.7231,1.01,0.0048,0.4772,0.7104,1.57,0.0075,0.4772,0.7471,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
H1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
H3-3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
H4C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HAND1,0.64,0.007,1.1027,94.0243,36.04,0.3346,0.9285,94.6292,51.93,0.4559,0.878,97.0774,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HAND2,0.88,0.011,1.2479,118.8018,49.69,0.5117,1.0299,119.2969,70.96,0.6819,0.961,121.1406,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HBA1,0.0,0.0,0.1668,0.0241,0.04,0.0001,0.1668,0.0245,0.06,0.0001,0.1668,0.0258,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HBB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HCN1,0.21,0.0013,0.5981,9.8821,12.25,0.0652,0.5327,9.9455,18.19,0.0907,0.4987,10.1509,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HCN4,0.62,0.0054,0.8758,53.315,35.3,0.259,0.7337,53.4509,50.36,0.3418,0.6788,53.4853,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HECW2,0.11,0.0005,0.4775,5.3026,6.12,0.0256,0.4182,5.3402,9.04,0.0348,0.3854,5.4361,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HEPACAM,0.0,0.0,1.1319,0.0723,0.12,0.0013,1.1319,0.0735,0.06,0.0,0.0795,0.0258,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HMGA2,1.06,0.0149,1.4125,227.8421,59.63,0.7465,1.2519,229.9957,85.9,1.0449,1.2163,237.8757,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HNRNPA2B1,1.57,0.0456,2.913,965.1171,75.74,1.7055,2.2517,970.0532,97.89,2.2104,2.258,999.2427,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HNRNPD,1.23,0.0226,1.8334,374.3619,67.2,1.04,1.5477,377.1939,93.61,1.4085,1.5046,388.8506,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HNRNPDL,1.32,0.0272,2.0596,408.0332,69.89,1.1517,1.6479,409.823,96.08,1.5481,1.6112,421.5704,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HNRNPH1,1.08,0.0143,1.3284,144.447,59.36,0.5972,1.006,144.2342,83.49,0.7757,0.929,145.8222,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HNRNPR,1.13,0.0172,1.5145,258.9344,63.07,0.8092,1.2831,260.959,89.52,1.1075,1.2371,268.9981,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HOMER2,0.25,0.0014,0.5709,12.919,14.55,0.0675,0.4641,12.983,21.69,0.0947,0.4366,13.294,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HRAS,0.69,0.0063,0.9122,59.1478,38.49,0.2482,0.6447,58.8646,56.63,0.3355,0.5924,60.6218,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HRG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HSPB1,1.86,0.0571,3.0753,725.6576,80.97,1.6402,2.0258,718.4517,97.47,1.8969,1.9462,728.9049,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HSPB8,0.28,0.0017,0.6075,13.5698,16.03,0.0755,0.4712,13.5464,23.49,0.1038,0.4417,13.5774,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
HTT,0.53,0.0032,0.6134,32.0565,30.34,0.1599,0.5271,32.2616,44.82,0.2246,0.5012,32.7971,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
IDH2,1.17,0.0192,1.6351,202.8958,62.56,0.734,1.1734,202.2169,89.94,1.0104,1.1234,207.4746,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
IFIH1,0.0,0.0001,2.5216,0.1687,0.2,0.0008,0.3875,0.1225,0.3,0.0012,0.3875,0.1288,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
IFT140,0.2,0.0009,0.4594,8.5564,11.47,0.0463,0.4035,8.6227,17.11,0.0641,0.3744,8.7596,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
IGF2,1.06,0.0209,1.9714,515.6996,58.62,1.0316,1.7599,521.7955,82.23,1.4281,1.7367,543.3036,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
IKBKB,0.3,0.0016,0.5373,13.2082,17.04,0.0775,0.4547,13.228,25.06,0.104,0.4151,13.294,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
IKZF2,0.12,0.0006,0.4456,5.2303,7.25,0.0312,0.4297,5.2912,10.48,0.0404,0.3855,5.2558,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
IKZF3,0.0,0.0,0.4359,0.0723,0.12,0.0005,0.4359,0.0735,0.18,0.0008,0.4359,0.0773,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
IMPDH1,0.19,0.0011,0.5863,8.46,10.96,0.0433,0.3948,8.3532,16.51,0.0606,0.3673,8.5793,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
IMPG1,0.02,0.0001,0.6553,0.6749,1.09,0.0072,0.6553,0.6859,1.39,0.0056,0.4054,0.5926,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
INF2,0.34,0.0023,0.6711,17.5226,19.5,0.0967,0.4957,17.3924,28.61,0.1273,0.4449,17.6223,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
INS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
IRF2BPL,0.64,0.0043,0.6706,40.5165,36.66,0.2153,0.5874,40.7618,54.04,0.2967,0.549,41.6083,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
IRF4,0.0,0.0,0.3309,0.0482,0.08,0.0003,0.3309,0.049,0.12,0.0004,0.3309,0.0515,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
ISL1,0.27,0.0019,0.693,19.4267,15.64,0.0992,0.6342,19.6215,22.95,0.134,0.5839,20.0699,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
ITGA2B,0.02,0.0001,0.659,0.5785,0.86,0.0026,0.3018,0.5634,1.33,0.004,0.3018,0.5926,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
ITGB3,0.05,0.0003,0.5902,2.0005,2.85,0.0121,0.4244,1.9597,4.16,0.0157,0.3776,1.958,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
ITPR1,0.32,0.0018,0.5614,18.5349,18.45,0.0944,0.5119,18.7152,27.71,0.132,0.4764,19.2197,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
JAK1,0.9,0.0079,0.8761,94.2894,52.26,0.4178,0.7994,95.2906,77.47,0.5994,0.7738,98.0564,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
JPH2,0.29,0.0018,0.6228,15.3534,16.65,0.0817,0.4909,15.3592,23.86,0.1021,0.4281,15.2778,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
KBTBD13,0.01,0.0,0.3595,0.3856,0.59,0.0021,0.3595,0.3919,0.84,0.003,0.3589,0.3865,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
KCNA1,0.01,0.0,0.5301,0.3374,0.47,0.0025,0.5301,0.3429,0.72,0.0038,0.5301,0.3607,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
KCNA2,0.0,0.0,0.1999,0.0482,0.08,0.0002,0.1999,0.049,0.12,0.0002,0.1999,0.0515,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
KCNB1,0.01,0.0,0.4034,0.3374,0.47,0.0019,0.4034,0.3429,0.72,0.0029,0.4034,0.3607,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
KCNC1,0.02,0.0001,0.5189,0.7954,1.25,0.0065,0.5189,0.8084,1.81,0.0085,0.4695,0.7987,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
KCNC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
KCNC3,0.04,0.0003,0.804,1.6631,2.18,0.0092,0.4192,1.5678,3.07,0.0094,0.3058,1.4943,SCVI111 Day 13 cardiomyocytes,SCVI111,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
